ID,Par_No,SB_LIB,XD,XDP,XDPP,Xq,XqP,XqPP,X2,Ra,TD0P,TD0PP,Tq0P,Tq0PP,TJ,a,b,n,D_Sec,Note
876,876,0,2.37,0.331,0.245,2.31,0.479,0.24,0.243,0,8.9,0.045,0.956,0.067,11.47,1,0.184,8.57365,0,___#5-6_
877,877,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.7,0.039,0.9,0.05,6.09,1,0.15,2,0,__#1___
878,878,0,1.9851,0.2861,0.2036,1.9851,0.2861,0.2036,0.2285,0,8.446,0.047,0.938,0.047,8,1,0,2,0,__#1_
879,879,0,3.06,0.3174,0.1864,3.06,3.06,0.1864,0.184,0,12.45,0.12,0.9,0.12,4.65,1,0,2,0,___600_
880,880,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.7,0.039,0.9,0.05,6.66,1,0,2,0,
881,881,0,1.77,0.223,0.168,1.75,0.382,0.172,0.173,0,8.15,0.0442,0.9,0.0744,9.1,1,0,2,0,___#1___
882,882,0,1.93,0.304,0.24,1.89,0.481,0.24,0.24,0,7.43,0.034,1.6,0.056,5.385,1,0,2,0,__#1___
883,883,0,2.118,0.3335,0.2526,2.09,0.54,0.27,0.27,0,8.77,0.034,1.6,0.056,5.385,1,0,2,0,__#2___
884,884,0,1.8899,0.2771,0.1952,1.8899,0.2771,0.1952,0.2183,0,8.446,0.046,0.938,0.47,9.62,1,0,2,0,__#3___
885,885,0,1.8548,0.2568,0.1593,1.8548,0.2568,0.1593,0.1867,0,9.223,0.03,0.9,0.05,7.26,1,0,2,0,__#2___
886,886,0,7.548,0.734,0.5556,7.548,0.734,0.5556,0.5476,0,7.1,0.09,0.9,0.09,2.43,1,0,2,0,__#1___
887,887,0,1.8,0.229,0.174,1.75,0.382,0.172,0.173,0,8.6,0.0442,0.9,0.0744,8.07,1,0,2,0,___#1___
888,888,0,0.6233,0.0966,0.0665,0.6233,0.1,0.0665,0.0585,0,5.863,0.098,0.9,0.1,26.04,1,0,2,0,__#1 ___
889,889,0,1.755,0.306,0.218,1.628,0.306,0.235,0.227,0,4.7,0.039,0.9,0.05,9.17,1,0,2,0,__#3___
890,890,0,2.0796,0.2998,0.2112,2.0796,0.2998,0.2112,0.2378,0,8.446,0.034,0.9,0.056,9.62,1,0,2,0,__#5___
891,891,0,1.9851,0.2861,0.2036,1.9851,0.2861,0.2036,0.2285,0,7.41,0.047,0.938,0.047,6.09,1,0.154,7.02569,0,___#78_
892,892,0,1.9341,0.246,0.21,1.9341,0.442,0.1985,0.24,0,9.6,0.07,1,0.11,7.118,1,0.1269,7.51758,0,__#3
893,893,0,1.8548,0.225,0.1764,1.8548,0.2568,0.1593,0.1968,0,9.116,0.12,0.9,0.12,8,1,0,2,0,__#1___
894,894,0,1.8225,0.25123,0.1718,1.8225,0.25123,0.1718,0.1649,0,6.98,0.12,0.963,0.12,8,1,0,2,0,__#1___
895,895,0,1.47,0.508,0.346,1.47,0.508,0.346,0.352,0,4.76,0.1775,0.1435,0.0609,4.14,1,0,2,0,__#1___
896,896,0,1.798,0.4533,0.3211,1.798,0.4533,0.3211,0.326,0,4.9,0.056,0.9,0.149,3.282,1,0,2,0,__#4___
897,897,0,2.1,0.68,0.5,1.32,0.68,0.54,0.52,0,3.87,0.0498,0.9,0.042,4.14,1,0,2,0,__#1___
898,898,0,2.24,0.26,0.1651,2.24,0.26,0.1651,0.2014,0,8.806,0.03,0.9,0.05,7.26,1,0,2,0,__#3___
899,899,0,1.836,0.1965,0.171,2.24,0.26,0.1651,0.174,0,8.04,0.03,0.9,0.05,7.26,1,0,2,0,__#6___
900,900,0,1.861,0.227,0.168,1.814,0.378,0.166,0.167,0,8.47,0.045,0.9,0.079,7.398,1,0.15,2,0,__#1___
901,901,0,2.28,0.2182,0.1274,2.28,0.2182,0.1274,0.1555,0,12,0.253,999,999,2.63,1,0,2,0,___#1
902,902,0,1.7103,0.2034,0.1635,1.7103,0.2034,0.1635,0.1812,0,8.956,0.166,0.9,0.166,9.28,1,0,2,0,__#3___
903,903,0,1.047,0.2836,0.2132,0.6525,0.6525,0.2403,0.2263,0,5.197,0.062,0.9,0.0833,11.05,1,0,2,0,__#3 ___
904,904,0,1.894,0.195,0.15,1.781,0.323,0.161,0.154,0,10.455,0.023,0.975,0.035,8.46,1,0,2,0,__#1___
905,905,0,1.894,0.195,0.15,1.779,0.323,0.161,0.2,0,12.75,0.023,0.975,0.035,8,1,0.069,6.0416,0,__#1___
906,906,0,0.9756,0.2187,0.1555,0.5869,0.1722,0.1555,0.1636,0,3.015,0.05,0,0.05,10.48,1,0,2,0,______
907,907,0,2.037,0.285,0.222,1.94,0.271,0.22,0.23,0,6.7,0.05,0.9,0.05,5.92,1,0,2,0,__#11-__
908,908,0,1.1043,0.315,0.227,0.677,0.677,0.255,0.241,0,3.58,0.069,0.142,0.053,4.5,1,0,2,0,_______1
909,909,0,1.08,0.33,0.2,0.68,0.68,0.26,0.2,0,4.53,0.06,0.16,0.053,3.975,1,0,2,0,___-__
910,910,0,0.82,0.23,0.21,0.59,0.59,0.21,0.22,0,4.6,0.045,1.6,0.05,5.65,1,0,2,0,___#1(__)
911,911,0,1.09,0.28,0.201,1,0.005,0.187,0.199,0,9.223,0.044,1.1,0.072,9.223,1,0.179,6.58,0.05,
912,912,0,0.7825,0.2679,0.2076,0.534,0.76,0.2031,0.2053,0,3.015,0.05,0,0.05,4.379,1,0,2,0,____1-3J
913,913,0,0.9756,0.2187,0.1555,0.5869,0.5869,0.1722,0.1636,0,11,0.09,0,0.09,2.96,1,0,2,0,____(__24
914,914,0,1.47,0.508,0.3464,1.01,1.01,0.3464,0.34,0,4.76,0.042,0.9,0.042,4.14,1,0,2,0,___#1(__45
915,915,0,0.6414,0.0762,0.0473,0.6414,0.1,0.0473,0.0578,0,8.375,0.03,0.9,0.05,18.61,1,0,2,0,___#1(330)
916,916,0,2.219,0.7864,0.5454,1.491,1.491,0.5454,0.556,0,4.76,0.05,0,0.05,2.95,1,0,2,0,___#1(__36
917,917,0,2.933,0.3227,0.176,2.933,2.933,0.176,0.2547,0,11.14,0.09,0.9,0.09,7.41,1,0,2,0,___#5_50_
918,918,0,1.265,0.175,0.122,1.265,1.265,0.122,0.12,0,6.95,0.12,0.9,0.12,8.87,1,0,2,0,___#1(125)
919,919,0,0.5202,0.0557,0.0485,0.5202,0.094334,0.0485,0.0493,0,8.04,0.045,0.9,0.079,30,1,0,2,0,___#1___
920,920,0,1.3838,0.1938,0.134,1.384,0.2,0.134,0.1636,0,6.93,0.1,0.9,0.1,6.81,1,0,2,0,___#1
921,921,0,2.64307,0.35314,0.25764,2.57278,0.495571,0.25077,0.2542,0,8.728,0.046,0.97,0.066,8,1,0.145,7.58842,0,__#12_
922,922,0,1,0.32,0.205,0.698,0.698,0.207,0.219,0,3.8,0.081,0.1,0.1,8.2,1,0.084,9.18,1.59,__#1___
923,923,0,1.05,0.337,0.24,0.71,0.71,0.25,0.25,0,12.6,0.088,0.3,0.3,8.2,1,0.04,10.7,1.6,__#1___
924,924,0,1.036,0.366,0.315,0.73,0.629,0.34,0.327,0,3.955,0.065,0.039,0.039,2.5208,1,0,2,0,__1-4_-__
925,925,0,0.3085,0.0973,0.0594,0.2061,0.2061,0.0594,0.059,0,12.15,0.049,0,0.049,36.39,1,0,2,0,__#1____xd_xq_____________
926,926,0,1.058,0.257,0.152,0.626,0.626,0.154,0.152,0,5.922,0.053,0.158,0.039,8,1,0,2,0,__-__
927,927,0,1.0425,0.227,0.1519,0.6675,0.6675,0.2425,0.1919,0,2.561,0.0299,0.0475,0.0173,3,1,0,2,0,___5J-_
928,928,0,0.7485,0.2495,0.163,0.5,0,0.18,0.183,0,2.7,0.043,0,0.193,3.9,0.9,0,9,0,aks__1-4
929,929,0,1.094,0.33,0.259,0.684,0.684,0.307,0.282,0,1.28,0.016,0.044,0.044,2.746,1,0,2,0,___-__
930,930,0,1.565,0.1978,0.1606,1.524,0.3437,0.1596,0.1601,0,5.99,0.043,0.67,0.075,4.5,1,0,2,0,__-__
931,931,0,0.8863,0.2333,0.1312,0.5455,0.5455,0.1338,0.1325,0,5.68,0.04,0,0.09,3.79,1,0,2,0,__1-3J-__
932,932,0,0.9127,0.2272,0.1291,0.522,0.522,0.1343,0.1317,0,2.3,0.035,0,0.027,4.4497,1,0,2,0,__4J-__
933,933,0,0.97,0.36,0.26,0.65,0.65,0.29,0.226,0,3.23,0.04,0.09,0.07,2.33,1,0,2,0,___
934,934,0,1.016,0.315,0.221,0.655,0.655,0.221,0.23,0,5.055,0.049,0.145,0.145,6.82,1,0,2,0,__-__
935,935,0,1.016,0.315,0.232,0.655,0.655,0.232,0.23,0,5.06,0.049,0,0.057,11.84,1,0.186,6.31291,0,__#3
936,936,0,0.95,0.276,0.194,0.578,0.587,0.172,0.089,0,2.3,0.035,0,0.027,4.4497,1,0,2,0,___123-_
937,937,0,1.157,0.1836,0.1081,0.72,0.72,0.1136,0.441,0,1.74,0.03,0.1,0.035,4.613,1,0,2,0,____-__
938,938,0,0.93,0.3,0.207,0.597,0.597,0.215,0.241,0,3.58,0.069,0,0.053,4.5,1,0,2,0,_LT12J-__
939,939,0,0.815,0.195,0.132,0.502,0.502,0.146,0.164,0,2.3,0.035,0,0.027,4.4497,1,0,2,0,_LT3J-__
940,940,0,1.694,0.5333,0.3815,1.115,0.5333,0.3815,0.3757,0,6.56,0.0833,0,0.0833,4.99,1,0,2,0,__#0 ___
941,941,0,0.4779,0.1389,0.0921,0.3152,0.1389,0.0921,0.0939,0,8.6,0.075,0,0.215,22.37,1,0,2,0,__#1 ___
942,942,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.7,0.039,0.9,0.0356,7.56,1,0,2,0,___1#
943,943,0,2.49624,0.33352,0.24333,2.42985,0.47591,0.23684,0.24008,0,8.728,0.046,0.97,0.067,5.115,0.9643,0.03567,8.8573,0,____12_
944,944,0,0.829,0.103,0.061,0.829,0.829,0.061,0.06,0,6.58,0.1,0.9,0.1,12.91,1,0,2,0,_20___
945,945,0,7.7688,0.7848,0.4888,7.7688,7.7688,0.4888,0.5968,0,11.58,0.1465,0.9,2.56,2.43,1,0,2,0,_5__
946,946,0,2.49624,0.33352,0.24333,2.42985,0.47591,0.23684,0.24,0,8.728,0.046,0.97,0.067,7.522,1,0,2,0,____12_
947,947,0,2.1514,0.282,0.1904,2.1514,0.282,0.1904,0.2122,0,9.63,0.049,1.167,0.049,9.11,1,0.153,7.38415,0,___1#
948,948,0,2.155,0.301,0.223,2.1,0.448,0.218,0.221,0,8.7,0.05,0.96,0.07,9.188,1,0.142,8.53555,0,___#1
949,949,0,2.155,0.301,0.223,2.1,0.448,0.218,0.221,0,8.7,0.05,0.96,0.07,9.188,1,0.145,9.68181,0,___#2
950,950,0,1.9341,0.246,0.21,1.9341,0.442,0.1985,0.24,0,11.7,0.07,1,0.13,7.118,1,0.131,8.26909,0,__#4
951,951,0,2.209,0.272,0.1563,2.125,0.4541,0.1797,0.1907,0,7.015,0.044,0.629,0.74,7.544,1,0.061,7.23157,0,__#1
952,952,0,2.1254,0.2259,0.1563,2.1254,0.4541,0.1797,0.1762,0,6.44,0.044,0.629,0.074,7.544,1,0.073,5.82677,0,__#2
953,953,0,0.8414,0.1032,0.0614,0.8418,0.8418,0.0614,0.0749,0,6.55,0.03,0.9,0.05,12.92,1,0,2,0,___#1
954,954,0,0.6414,0.0762,0.0473,0.6414,0.1,0.0473,0.0578,0,8.375,0.2,0.9,1.85,26.01,1,0,2,0,___#5
955,955,0,1.997,0.2957,0.1759,1.93,0.4177,0.2073,0.2146,0,8.51,0.05,0.76,0.075,9.1,1,0.11,7.65321,0,__#7
956,956,0,0.7344,0.2992,0.2083,0.5176,0.5176,0.2083,0.2,0,7.72,0.042,0,0.042,12.4,1,0,2,0,___#1_100_
957,957,0,2.0402,0.2825,0.182,2.0402,0.2825,0.182,0.202,0,8.78,0.03,1.025,0.05,7.3,1,0.1176,7.659,0,____#1
958,958,0,2.0402,0.2825,0.182,2.0402,0.2825,0.182,0.202,0,9.142,0.03,1.025,0.05,7.3,1,0.106,9.32313,0,____#2
959,959,0,1.861,0.227,0.168,1.814,0.378,0.166,0.167,0,8.56,0.05,0.94,0.08,8,1,0.1063,7.2679,0,__#1
960,960,0,1.861,0.227,0.168,1.814,0.378,0.166,0.167,0,8.45,0.05,0.94,0.08,8,1,0.0979,8.13752,0,___#4___
961,961,0,2.3333,0.3076,0.2032,2.3333,0.3977,0.2032,0.2478,0,11.95,0.051,1.33,0.066,6.994,1,0.1269,7.51758,0,__#3
962,962,0,2.38,0.336,0.251,2.32,0.485,0.247,0.249,0,8.61,0.045,0.956,0.066,5.115,0.9643,0.03567,8.8573,0,____12_
963,963,0,2.148,0.239,0.189,1.928,0.357,0.186,0.188,0,8.15,0.04,0,0.07,10.25,1,0.136,6.62128,0,__#2
964,964,0,2.416,0.346,0.259,2.355,0.496,0.254,0.229,0.002064,8.608,0.045,0.956,0.065,3.394,0.9643,0.03567,8.8573,0,____12_
965,965,0,0.99,0.29,0.25,0.71,0.71,0.23,0.24,0,6.71,0.07,0,0.21,9.3,1,0.02209,10.04,0,_____1
966,966,0,1.95,0.231,0.152,1.9,0.399,0.171,0.186,0,9.86,0.0435,1.096,0.0665,8,1,0,2,0,____-__
967,967,0,1.127,0.2437,0.156,0.65,0.65,0.273,0.207,0,5.68,0.04,0,0.09,3.79,1,0,2,0,___101-_
968,968,0,0.3291,0.1038,0.0634,0.2199,0.2199,0.0635,0.0635,0,12.1,0.127,0,0.291,36.93,1,0,2,0,__#1-__
969,969,0,1.0238,0.2714,0.2493,0.6337,0.2714,0.1015,0.152,0,12.15,0.049,0,0.049,8,1,0,2,0,___-__
970,970,0,2.367,0.646,0.4399,3.066,3.066,0.5057,0.4717,0,5.337,0.051,0,0.113,2.855,1,0,2,0,___#6
971,971,0,1.861,0.227,0.168,1.814,0.378,0.166,0.167,0,8.47,0.04,0.94,0.08,8,1,0.087,5.96228,0,__#3
972,972,0,0.3741,0.108,0.0692,0.2284,0.2284,0.0706,0.0699,0,8.95,0.03,0,0.03,26.6,1,0,2,0,___#1
973,973,0,0.3887,0.1103,0.0707,0.2332,0.2332,0.0721,0.0714,0,8.95,0.03,0,0.03,26.59,1,0,2,0,___#2
974,974,0,0.2721,0.0819,0.0575,0.197,0.197,0.069,0.063,0,11.79,0.084,0,0.03,30,1,0,2,0,___#5
975,975,0,0.9917,0.3434,0.2289,0.68,0.68,0.2289,0.2312,0,6.27,0.055,0,0.078,5.737,1,0,2,0,___#3_75_
976,976,0,1.861,0.227,0.168,1.814,0.378,0.166,0.167,0,8.04,0.04,0.94,0.08,8.383,1,0.136,8.0858,0,__#1
977,977,0,1.74,0.255,0.203,1.695,0.429,0.214,0.205,0,5.24,0.02,0.61,0.03,8.35,1,0.0518,4.989,0,__#5
978,978,0,1.74,0.255,0.203,1.695,0.429,0.214,0.205,0,5.24,0.02,0.61,0.03,8.35,1,0.069,6.642,0,__#6
979,979,0,1.1095,0.3932,0.2727,0.7455,0.7455,0.2727,0.278,0,4.76,0.05,0,0.05,5.9,1,0,2,0,___4~5___
980,980,0,1.1176,0.1539,0.1078,1.1176,1.1176,0.1078,0.1056,0,6.118,0.1056,0.9,0.1056,7.729,1,0,2,0,___#9_160_
981,981,0,0.733,0.254,0.173,0.505,0.505,0.173,0.176,0,4.76,0.042,0,0.042,8.34,1,0,2,0,___1~2_3
982,982,0,0.87412,0.2697,0.1837,0.87412,0.8741,0.1837,0.174,0,5.039,0.06,0,0.06,8.16,1,0,2,0,___9~10
983,983,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.1693,0.1867,0,9.223,0.0507,1.025,0.0507,8.34,1,0,2,0,___#1(__)
984,984,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.1727,0.1867,0,9.223,0.05,1.025,0.05,7.36,1,0.096,8.09507,0,__#2
985,985,0,1.8929,0.2751,0.1985,1.8929,0.2751,0.1985,0.2223,0,7.5,0.03,0.938,0.05,8.86,1,0.1426,7.9095,0,___660_
986,986,0,1.95,0.25,0.185,1.93,0.405,0.186,0.173,0,8.15,0.044,0.956,0.074,7.34,1,0.134,9.73667,0,___#1
987,987,0,1.95,0.25,0.185,1.93,0.405,0.186,0.173,0,8.15,0.044,0.956,0.074,7.34,1,0.139,7.27007,0,___#2
988,988,0,2.87,0.29,0.247,2.73,0.782,0.22,0.259,0,8.85,0.036,2.5,0.2,6.737,1,0.1269,7.51758,0,__#3
989,989,0,1.98,0.25,0.189,1.928,0.405,0.186,0.188,0,8.6,0.044,0.956,0.073,7.34,1,0.174,6.01306,0,______#1
990,990,0,2.11,0.297,0.1877,2,0.45,0.19,0.183,0,7.22,0.055,0.81,0.055,8.65,1,0.073,7.96693,0,____#2
991,991,0,0.3742,0.0458,0.0315,0.3742,0.3742,0.0315,0.0277,0,8.35,0.1729,2.262,0.1729,40,1,0,2,0,_60__
992,992,0,0.97,0.309,0.214,0.628,0,0.226,0.226,0,6.5,0.04,0,0.06,16.17,0.9,0,9,0,
993,993,0,1.18,0.36,0.262,0.76,0.76,0.262,0.26,0,4.76,0.05,0,0.05,4.379,1,0,2,0,___1~2
994,994,0,0.787,0.2519,0.1574,0.5117,0.5117,0.1574,0.1653,0,4.76,0.05,0,0.05,6.568,1,0,2,0,___3~5
995,995,0,1.861,0.227,0.168,1.814,0.378,0.166,0.167,0,8.56,0.05,0.94,0.08,8,1,0.1063,7.26792,0,___#3___
996,996,0,2.64307,0.35314,0.25764,2.57278,0.49557,0.25077,0.2542,0,8.7268,0.046,0.97,0.066,8.86,1,0.162,9.31688,0,__#1
997,997,0,2.64307,0.35314,0.25764,2.57278,0.495571,0.25077,0.2542,0,8.728,0.046,0.97,0.066,8.86,1,0.18,8.739,0,__#2
998,998,0,1.8,0.202,0.16,1.75,0.336,0.158,0.159,0,8.6,0.0442,0.956,0.0744,8.6,1,0,9,0,__300
999,999,0,14.016,1.4493,0.8493,14.016,1.4493,0.8493,1.036,0,9.073,0.09,0.9,0.09,1,1,0,2,0,______
1000,1000,0,1.98,0.25,0.189,1.928,0.405,0.186,0.188,0,8.6,0.044,0.956,0.073,7.34,1,0.171,6.33134,0,_____
1001,1001,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,4.65,0.039,0,0.06,7.56,1,0.182,4.63348,0,____1#
1002,1002,0,5.385,1.36,0.8925,3.47,3.47,0.775,0.897,0,4.94,0.052,0,0.052,1.5,1,0,2,0,___#8-__
1003,1003,0,1.98,0.25,0.189,1.928,0.405,0.186,0.188,0,8.3,0.044,0.956,0.073,7.34,1,0.144,5.79225,0,_____#1
1004,1004,0,1.98,0.25,0.189,1.928,0.405,0.186,0.188,0,8.3,0.044,0.956,0.073,7.34,1,0.133,6.61181,0,_____#2
1005,1005,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,7.8,0.039,0,0.06,7.415,1,0.17,6.08984,0,____#2
1006,1006,0,1.755,0.306,0.218,1.628,0.408,0.235,0.227,0,7.8,0.039,0,0.06,7.415,1,0.121,7.55805,0,___#4
1007,1007,0,2.1,0.2613,0.1621,1.94,0.286,0.21,0.18,0,9.6,0.06,0,0.04,7.40195,0.9,0,9,0,_
1008,1008,0,1.806,0.219,0.1462,1.806,0.556,0.1879,0.1781,0,7.6,0.03,1.67,0.05,5.7,0.95,0.051,8.727,0,TBB-220-2E
1009,1009,0,1.94,0.2471,0.1421,1.94,0.556,0.1421,0.1729,0,6.66,0.03,1.67,0.05,5.48,0.95,0.051,8.727,0,QFSN-200-2
1010,1010,0,1.8,0.2291,0.174,1.8,0.576,0.1719,0.174,0,8.6,0.03,1.67,0.05,8.56,0.935,0.064,10.878,0,QSN-300-2
1011,1011,0,0.998909,0.285932,0.2003,1.0778,0.308862,0.233624,0.2084,0,5.184,0.0476,0.115,0.0383,7.92,1,0.138,5.259,0,___#1
1012,1012,0,0.998909,0.285932,0.2003,1.0778,0.308862,0.233624,0.2084,0,5.184,0.0476,0.115,0.0383,7.92,1,0.142,5.57,0,___#1
1013,1013,0,0.998909,0.285932,0.2003,1.0778,0.308862,0.233624,0.2084,0,5.184,0.0476,0.115,0.0383,7.92,1,0.13,7.3,0,___#1
1014,1014,0,0.998909,0.285932,0.2003,1.0778,0.308862,0.233624,0.2084,0,5.184,0.0476,0.115,0.0383,8.8,1,0.16,6.67,0,___#1
1015,1015,0,1.866809,0.221476,0.184285,1.743,0.415015,0.184285,0.184285,0,4.894,0.036,0.59,0.058,7.35,1,0.269,4.16468,0,___#1
1016,1016,0,2.1553,0.2647,0.2053,2.1553,0.448,0.212,0.2027,0,5.837,0.045,0.919,0.069,5.5,0.935,0.064,10.878,0,QFSN-600-2
1017,1017,0,2.26963,0.30353,0.22156,2.20928,0.4454,0.2156,0.21861,0,8.724,0.045,0.969,0.069,8.5734,1,0.154,8.94027,0,__#5QFSN-600-
1018,1018,0,2.26963,0.30353,0.22156,2.20928,0.4454,0.21566,0.21861,0,8.724,0.045,0.969,0.069,8.5734,1,0.174,7.55608,0,__#6QFSN-600-
1019,1019,0,1.9449,0.236,0.1461,1.9449,0.556,0.1461,0.1732,0,6.66,0.03,1.67,0.05,5.48,0.95,0.051,8.727,0,QFSN-200-2
1020,1020,0,1.87,0.167,0.108,1.87,0.167,0.108,0.173,0.0483,5.5,0.15,1.67,0.05,5.7,0.885,0.11,9.96,0,6M
1021,1021,0,1.9621,0.2751,0.1689,1.9621,0.556,0.1689,0.1861,0,6.4,0.168,1.67,0.05,5.48,0.95,0.051,8.727,0,QFQS-200-2
1022,1022,0,2.02,0.23,0.155,2.02,0.23,0.155,0.189,0,8.78,0.03,1,0.05,9.04,1,0.159,5.4209,0,___#6
1023,1023,0,1.844,0.2,0.134,1.844,0.556,0.134,0.164,0,8.76,0.03,1.67,0.05,5.44,0.885,0.11,9.96,0,TB-60-2
1024,1024,0,2.142,0.2529,0.1651,2.142,0.2529,0.1651,0.2014,0,8.375,0.2,0,1.85,9.627,0.9,0.068,9,0,__#1_2
1025,1025,0,1.565,0.1978,0.1606,1.524,0.3437,0.1596,0.1601,0,5.99,0.043,0.67,0.075,7.579,1,0.095,9.8,0,___#12(135
1026,1026,0,1.03,0.23,0.152,0.613,0.627,0.187,0.143,0,7.34,0.344,0.129,0.129,6.8,1,0.116,6.67,0.01,_____13
1027,1027,0,1.03,0.23,0.152,0.613,0.627,0.187,0.143,0,7.34,0.344,0.129,0.129,6.8,1,0.116,6.67,0.05,_____13
1028,1028,0,1.03,0.23,0.152,0.613,0.627,0.187,0.143,0,7.34,0.344,0.129,0.129,6.8,1,0.116,6.67,0,_____13
1029,1029,0,1.95,0.24,0.1443,1.95,0.24,0.1443,0.176,0,6.5325,0.168,0.9,0.4,5.049,1,0.02,9,0,___1-2
1030,1030,0,1.56,0.214,0.16,1.65,0.23,0.171,0.156,0,9.5,0.022,0.86,0.036,7.08,1,0.12,8.74,0.05,____1_2
1031,1031,0,1.265,0.175,0.122,1.265,0.175,0.122,0.12,0,6.95,0.12,0.9,0.12,8.87,1,0,2,0,__#1 ___
1032,1032,0,1.903,0.28,0.223,1.86,0.463,0.231,0.224,0,5.21,0.019,0.599,0.03,5.808,0.9643,0.03567,8.8573,0,
1033,1033,0,1.88,0.21,0.17,1.88,1.88,0.17,0.17,0,9.7,0.1,0,0.1,7.118,1,0.1269,7.9742,0,__7_8_
1034,1034,0,0.962,0.276,0.182,0.622,0.1747,0.1747,0.25545,0,3.51,0.04,0,0.06,5.632,1,0.1,6.9,0,bpagen_
1035,1035,0,0.926,0.276,0.182,0.622,0.1747,0.1747,0.25545,0,3.51,0.04,0,0.06,5.632,1,0.1,6.9,0,bpagen_
1036,1036,0,0.778,0.269,0.183,0.536,0.628,0.19,0.186,0,4.76,0.054,0.3,0.054,6.819,0.885,0.11,9.96,0,TS900/135-
1037,1037,0,1.9449,0.236,0.1461,1.9449,0.556,0.1461,0.1732,0,6.66,0.03,1.67,0.05,5.48,0.95,0.071,5.821,0,__#1QFSN-200-
1038,1038,0,1.9449,0.236,0.1461,1.9449,0.556,0.1461,0.1732,0,6.66,0.03,1.67,0.05,5.48,1,0.017,5.91645,0,__#2
1039,1039,0,1.844,0.221476,0.1842,1.743,0.415015,0.1842,0.184285,0,4.894,0.036,0.59,0.05,7.35,1,0.269,4.16,0,___#1
1040,1040,0,1.861,0.227,0.1959,1.814,0.378,0.166,0.1916,0,8.6,0.0442,0.956,0.0744,5.74,0.935,0.064,10.878,0,TBB-300-2E
1041,1041,0,1.861,0.227,0.168,1.814,0.378,0.166,0.1916,0,8.47,0.045,0.94,0.079,5.74,0.935,0.064,10.878,0,TBB-300-2E
1042,1042,0,2.3636,0.3194,0.1916,2.3636,0.576,0.1909,0.1916,0,7.96,0.03,1.67,0.05,5.74,0.935,0.064,10.878,0,TBB-300-2E
1043,1043,0,2.26963,0.30353,0.22156,2.20928,0.4454,0.21566,0.21861,0,8.724,0.045,0.969,0.069,8.83,1,0.192,6.68185,0,__#3QFSN-600-
1044,1044,0,1.8,0.2291,0.174,1.8,0.382,0.1719,0.174,0,8.6,0.044,0.956,0.0744,8.56,0.935,0.064,10.878,0,QFSN-300-2
1045,1045,0,1.812,0.2871,0.184,1.812,0.693,0.2871,0.224,0,6.2,0.03,1.67,0.1,6.77,0.9,0.1198,7.96,0,TQN-100-2
1046,1046,0,2.22,0.2226,0.14,2.22,0.2226,0.14,0.173,0.0383,5.5,0.15,1.67,0.05,5.7,0.885,0.11,9.96,0,7.5M
1047,1047,0,1.72,0.16,0.11,2,0.5759,0.167,0.11,0,7.5,0.03,1.67,0.05,5.963,0.935,0,10.878,0,TFLH-K
1048,1048,0,2.21,0.222,0.147,2.22,0.2226,0.14,0.173,0.0383,5.5,0.15,1.67,0.05,5.6,0.885,0.11,9.96,0,12
1049,1049,0,2.19,0.225,0.132,2.22,0.2226,0.14,0.173,0.0383,5.5,0.15,1.67,0.05,5.6,0.885,0.11,9.96,0,15
1050,1050,0,0.87,0.319,0.273,0.584,0.628,0.273,0.276,0,5.9,0.04,0.3,0.05,6.419,0.885,0.11,9.96,0,AGE
1051,1051,0,0.855,0.324,0.216,0.69,0.628,0.22,0.2178,0,10.06,0.054,0.3,0.054,4.05,0.885,0.11,9.96,0,TSK-460/10
1052,1052,0,0.9909,0.2666,0.1705,0.6378,0.628,0.1776,0.1776,0,6.057,0.04,0.3,0.3,7.48,0.9,0.1198,7.96,0,SF140-56/1
1053,1053,0,2.1714,0.2335,0.1802,2.1158,0.3702,0.1778,0.2014,0,8.47,0.03,1.67,0.05,5.3,1,0.127,7.94,0,__#3
1054,1054,0,2.0609,0.2582,0.1911,2.0609,0.576,0.1911,0.2014,0,7.96,0.03,1.67,0.05,5.3,0.935,0.064,10.878,0,MB-J
1055,1055,0,1.739,0.221,0.1415,1.739,0.221,0.1415,0.177,0,9.416,0.142,1.67,0.142,10.75,0.885,0.11,9.96,0,___#1
1056,1056,0,1.836,0.2,0.155,1.79,0.333,0.152,0.164,0,8.47,0.045,0.94,0.079,8.3,1,0.16,6.55,0,___
1057,1057,0,1.8368,0.2,0.155,1.79,0.333,0.152,0.164,0,8.47,0.045,0.94,0.079,8.3,1,0.147,7.668,0,___#2
1058,1058,0,1.955,0.3834,0.2652,1.892,0.5377,0.2669,0.24,0,9.334,0.082,1.69,0.1166,13.31,1,0.107,7.5,0,___#1
1059,1059,0,1.81062,0.31642,0.19019,1.75309,0.44375,0.19144,0.19081,0,9.3343,0.0819,1.6923,0.1166,13.31,1,0.107,7.5,0,___#2
